representative	clustername	nObs	min_qupm	max_qupm	nCoeffsH0	nCoeffsH1	rssH0	rssH1	df1	df2	F_statistic	pEC50H1	slopeH1	pEC50_slopeH1	detected_effectH1	nObsRound	pi	FDR
ROF	ROF	30	2	3	6	16	10.6023457683576	0.671196428207702	10	14	23.8782595507619	6.75291797443611	3.07315465761919	0.0152590254364692	expression/solubility	30	0.937322261403708	0.0150641077725596
OSMY	OSMY	50	7	9	10	24	5.52597530838719	0.410376999705512	14	26	23.7074697492234	6.3810782560078	3.2275387132343	0.0145640335331019	expression/solubility	50	0.913415794481446	0.00111392170058713
HEXR	HEXR	30	6	8	6	16	1.62970143676322	0.0699606181015316	10	14	23.64929982895	6.62386069557205	-2.70165060746166	0.0138420047153341	expression/solubility	30	0.935047207371175	0.0145093532178286
PURA	PURA	50	22	26	10	24	1.49233065522363	0.0884825858203141	14	26	23.4881497218852	5.69897000433602	-1.40716584891488	0.00229310916143377	expression/solubility	50	0.91235860027487	0.00109922722924683
UGPC	UGPC	30	2	3	6	16	4.15562702794931	0.243197071403182	10	14	23.457677543023	7.69897000433602	1.72414568004251	0.024051739634258	stability	30	0.932772153338642	0.0139915823000796
PURU	PURU	40	12	13	8	20	1.88195492333206	0.103436357591947	12	20	23.3963992036629	6.72277296971735	1.71802380347786	0.00347706714886626	stability	40	0.901650342144103	0.00852912485811989
EDD	EDD	40	2	13	8	20	2.31861190723743	0.137625922427384	12	20	23.2826194976662	6.47190761814664	-4.21050462575113	-0.00619518457973105	stability	40	0.89896685898296	0.00827995791168516
FDNH	FDNH	30	3	3	6	16	3.76762950718155	0.220304917321274	10	14	23.1153024764653	6.65510038511952	-6.91912897302573	-0.00379904970586387	expression/solubility	30	0.930602957906712	0.0150097251275276
DPPA	DPPA	50	17	23	10	24	2.83943041110479	0.201994877282684	14	26	22.9773715662576	6.58112962904661	6.12296219710003	0.000447814204680558	expression/solubility	50	0.911349579743088	0.00162740996382694
YGIC	YGIC	50	8	15	10	24	1.35088235778136	0.080010716921545	14	26	22.831813122873	6.45133112373332	-2.40997330110217	0.00996024923066573	expression/solubility	50	0.910292329650579	0.00160639822879514
FBP	FBP	50	8	12	10	24	4.38845069689113	0.333170299904343	14	26	22.7364309283706	6.48177052220848	4.81310592848372	0.0112785469469072	stability	50	0.909235079558069	0.00158587513876407
FPR	FPR	30	4	5	6	16	2.13304768074274	0.109750333083113	10	14	22.7048770573641	6.47547689502406	2.94024872873551	0.0146668016911338	expression/solubility	30	0.928327645051195	0.0145051194539249
YDJA	YDJA	40	8	8	8	20	3.32961191132719	0.221644515609794	12	20	22.6748115144708	6.52151234806795	5.18425059777231	0.0135771257770255	stability	40	0.896403650026838	0.00919388359001886
YEAO	YEAO	50	5	8	10	24	7.07076059443472	0.563708365906186	14	26	22.4307859300763	6.19350285437892	2.72648368422222	0.00728899462721707	expression/solubility	50	0.90817782946556	0.00156582384390614
YHJD	YHJD	50	3	5	10	24	2.77477139736265	0.20476700777077	14	26	22.1308661884989	6.67494700920355	2.29606413791283	0.0154404918953407	stability	50	0.907120579373051	0.00154622826029497
ARTJ	ARTJ	50	4	7	10	24	6.31444961538742	0.507053628750587	14	26	22.111956172197	6.54737602691941	2.47628035394522	0.0166777252613443	expression/solubility	50	0.906063329280541	0.00152707302687732
FABA	FABA	50	9	10	10	24	1.00242489913059	0.0543399969873986	14	26	21.9359689262035	6.5310359181126	-1.42562225433352	0.0133750255831696	expression/solubility	50	0.905006079188032	0.00150834346531339
NUPC	NUPC	50	4	4	10	24	2.98613945440516	0.225879874726906	14	26	21.8443550429321	5.95814986717322	-3.51436874839884	-0.00245165619839277	stability	50	0.903948829095523	0.00149002554246515
YBHC	YBHC	50	11	15	10	24	1.76635261626315	0.12119578365128	14	26	21.754609097024	6.26199511854781	-2.62383948605179	0.00339237439355647	stability	50	0.902891579003013	0.001472105835331
CSPE	CSPE	50	4	6	10	24	1.71442560162265	0.116898838829738	14	26	21.7230051776208	7.08530810529698	-3.17750802547594	0.0151754100835201	expression/solubility	50	0.901834328910504	0.00145457149824275
GCD	GCD	50	3	26	10	24	10.682591184389	0.895190922931848	14	26	21.7134238553686	6.22196484619879	3.46917932053914	0.00765737228036578	expression/solubility	50	0.900777078817994	0.00143741023215637
YCEI	YCEI	50	5	9	10	24	2.29666095306551	0.168161380066405	14	26	21.6341595195151	6.54256365159219	1.9476247136285	0.0155497958275436	expression/solubility	50	0.899719828725485	0.00142061025588234
AMPD	AMPD	30	2	3	6	16	11.6188457587851	0.815427705101072	10	14	21.6129445539364	6.68198691320684	8.87121068047767	-0.0106657927871234	stability	30	0.926157697121402	0.01543596161869
RPLX	RPLX	50	9	12	10	24	3.36755327886073	0.261746914913445	14	26	21.6065274272272	7.69897000433602	-13.1272822437887	0.0183377467610031	stability	50	0.898662578632976	0.00140416027911402
TRXB	TRXB	50	7	12	10	24	1.67658242072005	0.114499514967253	14	26	21.5823165551546	6.6954458182072	-4.47323937160796	-0.00676301061876792	stability	50	0.897605328540466	0.00138804947712443
TSAB	TSAB	50	2	7	10	24	4.42145385930454	0.361653904510324	14	26	21.1265770001169	5.69897000433602	-2.92095149574925	-0.0174085813684921	stability	50	0.896548078447957	0.00137226746701218
RIMJ	RIMJ	40	7	8	8	20	2.10102566453321	0.136884168592034	12	20	21.05384682932	6.57786661242433	2.32795365747583	0.0177434945903232	expression/solubility	40	0.893839753053281	0.0100556972218494
GLTI	GLTI	50	14	17	10	24	2.99821171122555	0.236291570114018	14	26	21.0181359134648	6.43080347886517	2.41124866518209	0.0118600689309173	expression/solubility	50	0.895490828355447	0.00135680428538704
ALAS	ALAS	50	4	57	10	24	2.73998268291504	0.215501804177465	14	26	20.8066633596244	6.62014626660507	-3.74424075113033	0.0121115871554848	stability	50	0.894480862761683	0.00178896172552337
ACEB	ACEB	40	4	21	8	20	4.78754819907123	0.368790822317901	12	20	20.739240346488	6.57894500840085	2.99926135478296	0.0181125824876909	expression/solubility	40	0.891275167785235	0.0108692093632346
ZNUA	ZNUA	50	6	12	10	24	1.93061527783915	0.143851339735519	14	26	20.6314789039514	7.69897000433602	-1.91658078873151	0.0174483306310668	stability	50	0.893423556777331	0.00176915555797491
YHII	YHII	50	4	14	10	24	4.39996971643894	0.370605713617444	14	26	20.5052327741179	6.27732339852173	3.23285585073942	0.0111457578880959	expression/solubility	50	0.892366250792979	0.0017497377466529
YFFS	YFFS	50	8	16	10	24	4.14011414302386	0.347595200740893	14	26	20.4611993972883	6.25897788791309	2.60982730684932	0.0103990208948032	expression/solubility	50	0.891308944808628	0.00173069698021093
YBGI	YBGI	50	5	8	10	24	1.95686421778176	0.148710568643809	14	26	20.3257233974788	6.52633032170871	1.89862737420021	0.016387690429492	expression/solubility	50	0.890298704731694	0.0021401411171435
MAEA	MAEA	40	3	14	8	20	6.26579285765547	0.510315562585409	12	20	20.1131461647363	6.45587069194754	-4.8639160464084	0.0102499208541531	stability	40	0.888590604026846	0.0105784595717482
DEAD	DEAD	50	2	44	10	24	14.5396397201605	1.34732668811667	14	26	19.6932877633437	6.40733149516368	4.35958424870623	0.0088360084400081	stability	50	0.889288357830179	0.0025408238795148
NUOE	NUOE	50	4	8	10	24	7.54400768247011	0.6893821743869	14	26	19.5285873075222	6.97416138752177	-4.81971160305483	0.00384270832047651	stability	50	0.888230940044411	0.00251386115106909
ACNB	ACNB	50	6	53	10	24	6.23525860705363	0.564610375389463	14	26	19.5181618004562	6.72608194653958	-3.95450031018628	0.0048225181531099	stability	50	0.887173522258644	0.00248740239885601
FLDB	FLDB	40	2	3	8	20	6.46171704556621	0.543473642430877	12	20	19.5141278607279	6.75575866214027	2.03625542549173	0.00279243578256758	stability	40	0.886024969794603	0.0113328775206286
NANK	NANK	50	9	11	10	24	23.9344594569478	2.25997627448801	14	26	19.4875839825012	5.7916790240404	-4.94306075575995	-0.00241575171703558	expression/solubility	50	0.886116104472877	0.00246143362353577
YBHL	YBHL	40	2	2	8	20	6.39321252174454	0.540543645064265	12	20	19.3946811624932	5.69897000433602	2.71157358971062	-0.00252695886760192	expression/solubility	40	0.883340045643711	0.0110417505705464
PROP	PROP	50	5	8	10	24	3.9385799407779	0.348255833123822	14	26	19.3369247510352	6.51127182864682	2.64828171029636	0.0178986836934164	expression/solubility	50	0.88510548300111	0.00284208182615035
HISS	HISS	40	4	27	8	20	4.29811428772377	0.354813648070437	12	20	19.1567483528085	6.90384145556528	-4.47733553012914	-0.00706651485235981	stability	40	0.88077336197637	0.0117436448263516
RFAI	RFAI	30	3	10	6	16	2.31018038383725	0.152821396910529	10	14	18.8939064721453	6.47142783635539	-1.94465589746768	0.0137708121536476	stability	30	0.924197587070339	0.0190275973808599
PEPN	PEPN	40	4	38	8	20	9.03434778681145	0.801228141227284	12	20	18.8659630613427	6.72454805073918	7.51859835135278	-0.0114651509637303	stability	40	0.878088077336198	0.0114533227478634
GUAC	GUAC	50	9	14	10	24	3.89855255863793	0.369230250178837	14	26	18.0216841988932	5.69897000433602	-2.3483711049257	-0.0210007578780377	expression/solubility	50	0.884141504944212	0.00361694252022632
WRBA	WRBA	50	7	8	10	24	1.76805155349701	0.151337738842234	14	26	17.9172630358851	6.57748941141721	3.2885906684885	0.0170664302769476	expression/solubility	50	0.883083919411982	0.00358006994356209
GLF	GLF	50	7	22	10	24	2.63559280442968	0.242574828009042	14	26	17.798332030296	7.33995502563652	-3.74237908334505	0.0167368025120499	stability	50	0.882026333879753	0.00354385580576686
RPLM	RPLM	50	10	15	10	24	1.72586718152582	0.148839051219124	14	26	17.715206495393	6.76952547321783	-5.6661991666331	0.00464315372986588	stability	50	0.880968748347523	0.0035082826261627
YDCH	YDCH	40	2	4	8	20	8.29810254054509	0.77920435339763	12	20	17.6904334485302	5.94375338846611	1.80613186392911	0.0044764643860315	expression/solubility	40	0.875637926403438	0.0130414159251576
LLDP	LLDP	50	2	3	10	24	15.4855992363059	1.5938720796659	14	26	17.5982477051722	5.69960270189791	-7.0751402269788	0.00041259513611117	expression/solubility	50	0.879911162815293	0.00347333353742879
RFBD	RFBD	30	8	10	6	16	0.844803225390111	0.0359627880336979	10	14	17.5209458941996	6.78516963951861	-4.42934775127734	0.00166552824820324	expression/solubility	30	0.921921238333713	0.0184384247666743
RBSA	RBSA	30	12	23	6	16	1.7289357124509	0.115850186155069	10	14	17.408017119605	6.38076666075232	-1.5953798884448	0.0128957021891631	stability	30	0.919644889597086	0.0178819839643878
GGT	GGT	40	2	5	8	20	6.69149023760811	0.630590464833478	12	20	17.4027471390274	6.48454633935907	3.02445678158988	0.0146752318953728	expression/solubility	40	0.873303775359398	0.0154647543553227
MALE	MALE	50	14	25	10	24	1.91421049552419	0.174619159348294	14	26	17.1361419262902	6.17115682690804	-6.48859039134626	0.00873558729965935	expression/solubility	50	0.878900052882073	0.00382130457774814
PDXB	PDXB	40	4	20	8	20	1.61500052685539	0.124729756731228	12	20	17.1267878250438	6.79299011187028	-2.81607997574169	0.0156512828359295	stability	40	0.870616686819831	0.0151025343632011
DSDX	DSDX	50	2	3	10	24	2.60778895977318	0.249602613263152	14	26	17.1059150243515	6.4271316819703	5.95423916145541	-0.00831013933861884	expression/solubility	50	0.877842411422528	0.0037838034975109
NAGE	NAGE	40	3	13	8	20	2.92606134945312	0.25840025362857	12	20	17.0949178685102	5.69897000433602	6.53915716359413	-0.0213568047808291	expression/solubility	40	0.867929598280263	0.0147548031707645
YQJH	YQJH	50	5	11	10	24	8.93679239067948	0.932376587606113	14	26	17.0751362563237	6.72294770895118	7.87776264213854	-0.00379575470675994	expression/solubility	50	0.876784769962983	0.00374694346138027
MANZ	MANZ	50	11	14	10	24	1.30031795254481	0.11154155113209	14	26	16.7564800869464	6.86865594121875	5.36872275495326	0.00645650363481257	expression/solubility	50	0.875727128503437	0.00371070817162473
GLTD	GLTD	50	2	15	10	24	17.9874175946741	1.94633620152069	14	26	16.7058215288478	6.52184424074323	-5.12374299807449	-0.00553419517402458	stability	50	0.874669487043892	0.00367508187833568
RPLA	RPLA	50	13	21	10	24	1.10252609136002	0.0908127019981261	14	26	16.6133306309546	7.69897000433602	-5.07267008413209	0.0205598203122243	stability	50	0.873611845584347	0.00364004935660145
ISCU	ISCU	50	5	7	10	24	2.92551672131257	0.293029780032459	14	26	16.5663497971544	7.17263939613961	4.59893287390754	0.00516915095233338	expression/solubility	50	0.872554204124802	0.00360559588481323
PSTS	PSTS	50	14	16	10	24	1.63476930220781	0.150438018605305	14	26	16.5300155706604	7.0916441552304	-0.797749269936262	0.029206066238475	expression/solubility	50	0.871496562665256	0.00357170722403794
YBHG	YBHG	50	2	11	10	24	1.61511040485591	0.149041970108304	14	26	16.4505904464979	6.38414181065322	2.99988490218539	0.0133805028246344	expression/solubility	50	0.870438921205711	0.0035383695983972
RIMO	RIMO	30	9	25	6	16	4.74834632483551	0.409903599417568	10	14	16.4447215779684	5.88203972680932	-4.83979190511327	-0.0107920764512755	stability	30	0.91747296528173	0.018597424971927
UPP	UPP	50	7	12	10	24	1.12991419118976	0.0961651756109447	14	26	16.2816006521283	5.69897000433602	-3.36621863146217	-0.0164374100671443	stability	50	0.869381279746166	0.00350556967639583
KEFC	KEFC	40	2	5	8	20	2.07908566533886	0.181946323221932	12	20	16.2754761555372	6.52208578174026	2.75524858485233	0.0190420285141661	expression/solubility	40	0.865242509740696	0.0144207084956783
YIDC	YIDC	50	5	16	10	24	0.887073040693372	0.069466447695679	14	26	16.1736215157302	6.45344865778762	-2.83550895820658	-0.00204595572740473	expression/solubility	50	0.868369559469036	0.00382082606166376
FTSH	FTSH	50	11	39	10	24	16.4862695801628	1.83621981031729	14	26	16.1550676862534	7.10490958437662	6.72204990191674	-0.00507287729124775	stability	50	0.86731186207626	0.00378588511223764
NLPA	NLPA	30	2	7	6	16	3.72799188755196	0.31964634236054	10	14	16.1315276794915	5.69897000433602	2.23666574438506	-0.0161783111362301	expression/solubility	30	0.915300546448087	0.0192694851883808
YNCE	YNCE	50	15	23	10	24	26.4643023290228	2.97993111367183	14	26	16.0724309851428	7.1734470737514	7.09253284442021	0.00402899741486074	expression/solubility	50	0.866254164683484	0.00375149441398359
CLPS	CLPS	30	3	4	6	16	1.73462086781525	0.128395301041793	10	14	16.0678206954082	6.71525849599876	2.97397394300787	0.0168120762276553	stability	30	0.913023679417122	0.0187286908598384
FABB	FABB	50	11	16	10	24	1.38527780940073	0.1283529515529	14	26	15.8918912533459	6.69910609354728	-1.61134688433486	-0.00341328817185021	stability	50	0.865196467290708	0.00371764107038976
CBPA	CBPA	30	6	9	6	16	1.45403500504441	0.103467912941528	10	14	15.8042103918478	6.48415716853859	2.59234131629297	0.0186194119947669	expression/solubility	30	0.910746812386157	0.0182149362477231
GLGB	GLGB	40	9	13	8	20	1.52630623358749	0.127854306265471	12	20	15.7789411511174	6.56789987919322	2.75127720975545	0.0169302957334041	expression/solubility	40	0.862555421201129	0.0140994636157877
YTFE	YTFE	50	3	6	10	24	14.5637529667231	1.66164172740203	14	26	15.6916657775366	6.80064875141557	3.23231551386021	0.0198309644442452	expression/solubility	50	0.864184472181087	0.00401946266130738
ZNTR	ZNTR	40	3	4	8	20	5.15671923782811	0.52929499043371	12	20	15.6354519731347	6.20555637320679	7.93459874393765	-0.020975843916371	stability	40	0.859868332661561	0.0137903411841949
BAMB	BAMB	50	11	17	10	24	1.53958330365984	0.150571266050598	14	26	15.4573913501796	5.69897000433602	-5.4408860342778	-0.0102910103624744	stability	50	0.863172370021685	0.00431586185010843
YAFK	YAFK	30	2	4	6	16	5.24413490664314	0.490274587941253	10	14	15.3053891043625	6.34739062036672	-4.46858119704861	0.0103672473762977	expression/solubility	30	0.908469945355191	0.0177262428361989
FUMC	FUMC	30	9	14	6	16	3.88573180855208	0.356438374919288	10	14	15.1667189119708	6.56983731802377	3.31411026975056	0.0210416529074472	expression/solubility	30	0.906399453427465	0.0194228454305885
YGAP	YGAP	40	4	7	8	20	1.97175015116735	0.184606762775103	12	20	15.1532048725074	6.53235793636882	2.7894591503939	0.012639643745951	stability	40	0.857181244121994	0.0134926677315499
YHBO	YHBO	50	2	3	10	24	2.20668696925707	0.234012591882825	14	26	15.1392514276931	6.30914897573134	2.66423199814276	0.0138067107165983	expression/solubility	50	0.862160160795515	0.00460696269127374
MURA	MURA	50	15	21	10	24	1.04654186493555	0.0948649840684868	14	26	15.1392178532106	5.69897000433602	-2.63371466268153	-0.0190936680727873	expression/solubility	50	0.861102295567545	0.00456645156740365
LPXH	LPXH	50	3	7	10	24	4.84394088618754	0.550796119848138	14	26	15.1254113391246	5.69897000433602	-3.33330549576823	-0.0136391347728839	stability	50	0.860044430339575	0.00452654963336618
HSCB	HSCB	50	2	6	10	24	7.41796513002787	0.860545477963252	14	26	15.1105877657404	6.13207444974686	5.15167023689956	-0.0222355019701026	stability	50	0.858986565111605	0.00448724325058301
GRCA	GRCA	50	4	9	10	24	3.90859830053762	0.440920967434859	14	26	15.0386936919972	7.69897000433602	-4.30604462025789	0.0122164135066324	expression/solubility	50	0.857928699883635	0.00444851918458181
DPPD	DPPD	40	4	5	8	20	1.65168970141487	0.149817727076399	12	20	15.0230695288217	6.53836122531234	-2.41886446112467	0.0173873727803879	expression/solubility	40	0.854494155582426	0.013205818768092
RSXC	RSXC	30	9	22	6	16	0.992620340421329	0.0633042433961539	10	14	14.970006540092	6.50424716148326	-6.83528735894159	0.00130892967316037	expression/solubility	30	0.904225031317618	0.0199770646453892
NAGB	NAGB	50	3	11	10	24	7.83335874432714	0.923292592469477	14	26	14.8804094914355	6.51184098233191	5.11838343005264	-0.00120306514298364	expression/solubility	50	0.856870834655665	0.00441036459013945
OSME	OSME	50	4	5	10	24	3.17735816599095	0.359353287934017	14	26	14.7500522976112	6.47403017310317	2.37007925987634	0.0166389478410592	expression/solubility	50	0.855812969427695	0.00437276699707581
YDEN	YDEN	30	2	9	6	16	2.04417355688351	0.174434967394278	10	14	14.7498575403622	7.25933310776223	7.24615586336687	0.0119520141234048	expression/solubility	30	0.902050113895216	0.020501138952164
SERC	SERC	50	12	20	10	24	0.919241355151888	0.0831398074915949	14	26	14.6225576154964	6.24290562993751	4.94387080837081	-0.00231167656443693	expression/solubility	50	0.854755104199725	0.00433571429666527
DECR	DECR	40	2	3	8	20	3.85468270994759	0.413715826096866	12	20	14.5640289378918	6.66537891522587	2.09744492355455	0.0196429257325179	expression/solubility	40	0.852036016664427	0.0144541824255572
